PPDA_H_Int1,PPDA_H_Int2,PPDA_H_Int3,PPDA_H_Int4,PPDA_H_Int5,PPDA_H_Int6,PPDA_A_Int1,PPDA_A_Int2,PPDA_A_Int3,PPDA_A_Int4,PPDA_A_Int5,PPDA_A_Int6,home team,away team,Relative quality,xG_H_Int1,xG_H_Int2,xG_H_Int3,xG_H_Int4,xG_H_Int5,xG_H_Int6,xG_A_Int1,xG_A_Int2,xG_A_Int3,xG_A_Int4,xG_A_Int5,xG_A_Int6,PPDA_H_1stHalf,PPDA_H_2ndHalf,PPDA_A_1stHalf,PPDA_A_2ndHalf,xG_H_1stHalf,xG_H_2ndHalf,xG_A_1stHalf,xG_A_2ndHalf,xG_H_Total,xG_A_Total,PPDA_H_Total,PPDA_A_Total,MatchSuspicionType,xG_Diff_Total,xG_Diff_1stHalf,xG_Diff_2ndHalf,PPDA_H_Change,PPDA_A_Change,HomePressingDrop,AwayPressingDrop,xG_H_Change,xG_A_Change,HomeAttackingDrop,AwayAttackingDrop,xG_H_Early,xG_A_Early,xG_H_Late,xG_A_Late,xG_H_Mid,xG_A_Mid,PPDA_H_Early,PPDA_A_Early,PPDA_H_Mid,PPDA_A_Mid,PPDA_H_Late,PPDA_A_Late,xG_H_to_PPDA,xG_A_to_PPDA,xG_H_TotalChange,xG_A_TotalChange,PPDA_H_TotalChange,PPDA_A_TotalChange
14.75,26.0,10.75,4.4,25.67,10.86,9.25,12.67,4.3,6.8,11.67,16.33,unidentified,unidentified,away team stronger,0.03,0.03,0.12,0.28,0.08,0.22,0.04,0.09,0.34,0.41,0.27,0.95,17.17,13.64,8.74,11.6,0.18,0.58,0.47,1.63,0.76,2.1,15.4,10.17,unidentified,-1.34,-0.29,-1.05,-3.53,2.86,0,1,0.4,1.16,0,0,0.31,0.45,0.34,1.29,0.11,0.36,9.57,8.02,25.84,12.17,10.8,10.32,0.05,0.21,0.59,1.19,68.93,23.82
13.6,52.0,9.5,14.67,10.0,6.17,11.6,10.4,11.0,9.2,11.0,3.17,unidentified,unidentified,equal strength teams,0.79,0.18,0.33,0.71,0.1,0.48,0.0,0.0,0.07,0.22,0.07,0.01,25.03,10.28,11.0,7.79,1.3,1.29,0.07,0.3,2.59,0.37,17.66,9.4,unidentified,2.22,1.23,0.99,-14.75,-3.21,0,0,-0.01,0.23,1,0,1.5,0.22,0.81,0.08,0.28,0.07,14.14,10.4,31.0,10.7,7.84,7.08,0.15,0.04,2.13,0.43,94.57,13.23
13.5,35.0,6.86,11.6,8.14,5.83,75.0,5.88,5.22,5.0,5.0,3.11,unidentified,unidentified,equal strength teams,0.03,0.32,0.42,0.11,0.42,0.02,0.0,0.02,0.03,0.0,0.03,0.76,18.45,8.52,28.7,4.37,0.77,0.55,0.05,0.79,1.32,0.84,13.49,16.54,unidentified,0.48,0.72,-0.24,-9.93,-24.33,0,0,-0.22,0.74,1,0,0.14,0.0,0.44,0.79,0.74,0.05,12.55,40.0,21.57,5.44,6.35,4.16,0.1,0.05,1.41,0.82,60.15,71.89
11.5,5.71,9.2,4.56,14.0,5.13,45.0,18.0,10.25,10.0,10.0,14.38,unidentified,unidentified,home team stronger,0.0,1.02,0.04,0.01,0.43,0.16,0.06,0.0,0.22,0.01,0.09,0.02,8.8,7.9,24.42,11.46,1.06,0.6,0.28,0.12,1.66,0.4,8.35,17.94,unidentified,1.26,0.78,0.48,-0.9,-12.96,0,0,-0.46,-0.16,1,1,0.01,0.07,0.2,0.24,1.45,0.09,8.03,27.5,9.86,14.0,7.16,12.32,0.2,0.02,2.72,0.64,32.23,39.38
10.88,10.33,19.17,5.64,5.43,7.0,7.67,7.25,14.67,7.5,12.0,6.33,unidentified,unidentified,equal strength teams,0.09,0.02,0.0,0.0,0.68,0.74,0.06,0.69,1.81,0.77,0.02,0.13,13.46,6.02,9.86,8.61,0.11,1.42,2.56,0.92,1.53,3.48,9.74,9.24,unidentified,-1.95,-2.45,0.5,-7.44,-1.25,0,0,1.31,-1.64,0,1,0.09,0.83,0.74,1.94,0.7,0.71,8.26,7.58,7.88,9.62,13.08,10.5,0.16,0.38,0.83,3.65,24.7,25.18
10.67,15.0,3.79,8.5,28.0,9.33,3.56,7.25,7.83,5.83,9.6,12.25,unidentified,unidentified,away team stronger,0.07,0.06,0.15,0.02,0.09,0.17,0.0,0.18,0.26,0.07,0.19,0.02,9.82,15.28,6.21,9.23,0.28,0.28,0.44,0.28,0.56,0.72,12.55,7.72,unidentified,-0.16,-0.16,0.0,5.46,3.02,1,1,0.0,-0.16,0,1,0.09,0.07,0.32,0.28,0.15,0.37,9.59,4.7,21.5,8.43,6.56,10.04,0.04,0.09,0.38,0.74,58.42,12.69
9.14,7.4,10.25,8.25,7.0,2.4,11.25,6.8,12.25,8.13,10.25,7.25,unidentified,unidentified,away team stronger,0.0,0.13,0.0,0.12,0.16,0.16,0.04,0.01,0.6,0.26,0.0,0.0,8.93,5.88,10.1,8.54,0.13,0.44,0.65,0.26,0.57,0.91,7.41,9.32,unidentified,-0.34,-0.52,0.18,-3.05,-1.56,0,0,0.31,-0.39,0,1,0.12,0.3,0.16,0.6,0.29,0.01,8.7,9.69,7.2,8.52,6.32,9.75,0.08,0.1,0.42,1.22,12.44,19.14
8.2,4.67,13.4,8.25,6.8,7.14,5.6,6.6,2.86,11.0,17.0,15.33,unidentified,unidentified,away team stronger,0.0,0.15,0.0,0.45,0.08,0.14,0.16,0.0,0.27,0.12,0.48,1.21,8.76,7.4,5.02,14.44,0.15,0.67,0.43,1.81,0.82,2.24,8.08,9.73,unidentified,-1.42,-0.28,-1.14,-1.36,9.42,0,1,0.52,1.38,0,0,0.45,0.28,0.14,1.48,0.23,0.48,8.22,8.3,5.74,11.8,10.27,9.1,0.1,0.23,1.18,1.67,19.2,20.55
7.8,16.33,11.75,8.17,6.25,4.73,7.0,20.0,6.0,3.5,2.17,4.67,unidentified,unidentified,away team stronger,0.0,0.53,0.08,0.0,0.41,0.38,0.11,0.45,0.03,0.95,0.26,1.19,11.96,6.38,11.0,3.45,0.61,0.79,0.59,2.4,1.4,2.99,9.17,7.22,unidentified,-1.59,0.02,-1.61,-5.58,-7.55,0,0,0.18,1.81,0,0,0.0,1.06,0.46,1.22,0.94,0.71,7.98,5.25,11.29,11.08,8.24,5.34,0.15,0.41,1.5,3.3,20.13,33.33
7.5,41.0,5.0,12.0,1.2,4.0,12.0,23.0,11.25,7.33,10.67,20.0,unidentified,unidentified,home team stronger,0.32,0.06,0.72,0.62,0.7,0.99,0.17,0.06,0.54,0.0,0.0,0.0,17.83,5.73,15.42,12.67,1.1,2.31,0.77,0.0,3.41,0.77,11.78,14.04,unidentified,2.64,0.33,2.31,-12.1,-2.75,0,0,1.21,-0.77,0,1,0.94,0.17,1.71,0.54,0.76,0.06,9.75,9.66,21.1,16.84,4.5,15.62,0.29,0.05,1.39,1.13,90.1,39.34
7.2,5.0,9.67,7.75,2.14,9.0,4.5,17.5,5.33,6.0,17.5,3.88,unidentified,unidentified,equal strength teams,0.0,0.11,0.23,0.0,0.37,0.72,0.0,0.14,0.02,0.45,0.57,0.04,7.29,6.3,9.11,9.13,0.34,1.09,0.16,1.06,1.43,1.22,6.79,9.12,unidentified,0.21,0.18,0.03,-0.99,0.02,0,1,0.75,0.9,0,0,0.0,0.45,0.95,0.06,0.48,0.71,7.48,5.25,3.57,17.5,9.34,4.61,0.21,0.13,1.18,1.34,21.26,50.96
7.1,17.0,9.83,6.0,4.0,5.11,13.0,8.5,4.25,14.0,15.0,4.2,unidentified,unidentified,equal strength teams,0.03,0.05,0.9,0.44,0.42,0.07,0.28,1.29,0.21,0.45,0.45,0.15,11.31,5.04,8.58,11.07,0.98,0.93,1.78,1.05,1.91,2.83,8.17,9.83,unidentified,-0.92,-0.8,-0.12,-6.27,2.49,0,1,-0.05,-0.73,1,1,0.47,0.73,0.97,0.36,0.47,1.74,6.55,13.5,10.5,11.75,7.47,4.22,0.23,0.29,1.7,2.63,24.01,30.3
6.57,4.0,8.0,3.08,4.5,4.6,77.0,9.86,10.6,10.2,9.2,3.62,unidentified,unidentified,equal strength teams,0.05,0.02,0.18,0.0,0.01,0.32,0.09,0.01,0.01,0.13,0.0,0.37,6.19,4.06,32.49,7.67,0.25,0.33,0.11,0.5,0.58,0.61,5.12,20.08,unidentified,-0.03,0.14,-0.17,-2.13,-24.82,0,0,0.08,0.39,0,0,0.05,0.22,0.5,0.38,0.03,0.01,4.82,43.6,4.25,9.53,6.3,7.11,0.11,0.03,0.69,0.7,13.01,74.86
6.57,3.93,10.0,13.33,18.67,6.64,13.6,10.0,12.0,18.67,19.75,30.0,unidentified,unidentified,home team stronger,0.09,0.04,0.43,0.57,0.85,0.3,0.05,0.0,0.11,0.21,0.0,0.02,6.83,12.88,11.87,22.81,0.56,1.72,0.16,0.23,2.28,0.39,9.86,17.34,unidentified,1.89,0.4,1.49,6.05,10.94,1,1,1.16,0.07,0,0,0.66,0.26,0.73,0.13,0.89,0.0,9.95,16.14,11.3,14.88,8.32,21.0,0.23,0.02,1.41,0.49,29.41,23.6
5.86,7.83,40.5,6.0,25.0,9.17,27.5,8.83,10.17,8.8,7.0,5.3,unidentified,unidentified,home team stronger,0.47,0.0,0.11,0.0,0.0,0.19,0.0,0.0,0.02,0.0,0.12,0.1,18.06,13.39,15.5,7.03,0.58,0.19,0.02,0.22,0.77,0.24,15.73,11.27,unidentified,0.53,0.56,-0.03,-4.67,-8.47,0,0,-0.39,0.2,1,0,0.47,0.0,0.3,0.12,0.0,0.12,5.93,18.15,16.42,7.92,24.84,7.74,0.05,0.02,0.88,0.18,103.97,24.88
16.67,8.4,10.0,13.33,8.67,41.0,6.75,13.25,7.63,7.57,12.33,19.0,unidentified,unidentified,home team stronger,0.13,0.09,0.2,0.1,0.21,0.74,0.0,0.15,0.24,0.05,0.03,0.04,11.69,21.0,9.21,12.97,0.42,1.05,0.39,0.12,1.47,0.51,16.34,11.09,unidentified,0.96,0.03,0.93,9.31,3.76,1,1,0.63,-0.27,0,1,0.23,0.05,0.94,0.28,0.3,0.18,15.0,7.16,8.54,12.79,25.5,13.32,0.09,0.05,0.89,0.46,50.19,23.61
10.14,9.83,13.5,6.33,6.2,3.71,23.0,5.75,13.33,12.67,8.6,15.5,unidentified,unidentified,away team stronger,0.03,0.0,0.26,0.1,0.13,0.81,0.12,0.26,0.49,0.03,0.04,0.68,11.16,5.41,14.03,12.26,0.29,1.04,0.87,0.75,1.33,1.62,8.28,13.14,unidentified,-0.29,-0.58,0.29,-5.75,-1.77,0,0,0.75,-0.12,0,1,0.13,0.15,1.07,1.17,0.13,0.3,8.24,17.84,8.02,7.18,8.6,14.42,0.16,0.12,1.16,1.48,13.77,36.46
4.5,4.0,9.0,3.75,3.75,2.19,13.25,6.71,8.17,5.4,6.33,4.42,unidentified,unidentified,home team stronger,0.27,0.0,0.02,0.07,0.0,1.2,0.0,0.0,0.03,0.13,0.1,0.0,5.83,3.23,9.38,5.38,0.29,1.27,0.03,0.23,1.56,0.26,4.53,7.38,unidentified,1.3,0.26,1.04,-2.6,-4.0,0,0,0.98,0.2,0,0,0.34,0.13,1.22,0.03,0.0,0.1,4.12,9.32,3.88,6.52,5.6,6.3,0.34,0.04,1.61,0.26,12.31,13.61
5.0,22.5,12.6,11.0,4.0,7.0,9.33,12.6,7.88,4.67,33.0,4.75,unidentified,unidentified,equal strength teams,0.29,0.07,0.0,0.0,1.21,0.18,0.14,0.35,0.08,0.19,0.23,0.47,13.37,7.33,9.94,14.14,0.36,1.39,0.57,0.89,1.75,1.46,10.35,12.04,unidentified,0.29,-0.21,0.5,-6.04,4.2,0,1,1.03,0.32,0,0,0.29,0.33,0.18,0.55,1.28,0.58,8.0,7.0,13.25,22.8,9.8,6.32,0.17,0.12,2.53,0.87,39.0,67.78
13.4,20.0,8.88,6.25,20.0,7.17,9.83,5.6,7.6,15.5,20.0,4.57,unidentified,unidentified,away team stronger,0.01,0.0,0.4,0.91,0.16,0.24,0.03,0.0,0.04,0.0,0.11,1.13,14.09,11.14,7.68,13.36,0.41,1.31,0.07,1.24,1.72,1.31,12.62,10.52,unidentified,0.41,0.34,0.07,-2.95,5.68,0,1,0.9,1.17,0,0,0.92,0.03,0.64,1.17,0.16,0.11,9.82,12.66,20.0,12.8,8.02,6.08,0.14,0.12,1.75,1.24,46.93,34.06
9.63,18.0,9.75,21.5,43.0,13.17,15.67,27.0,35.0,6.4,8.67,37.67,unidentified,unidentified,home team stronger,0.11,0.65,0.29,0.77,0.59,0.1,0.0,0.0,0.3,0.0,0.13,0.0,12.46,25.89,25.89,17.58,1.05,1.46,0.3,0.13,2.51,0.43,19.18,21.74,unidentified,2.08,0.75,1.33,13.43,-8.31,1,0,0.41,-0.17,0,1,0.88,0.0,0.39,0.3,1.24,0.13,15.57,11.04,30.5,17.84,11.46,36.34,0.13,0.02,2.05,0.86,79.7,79.2
8.0,12.8,11.5,4.14,6.67,4.83,6.56,27.33,14.67,63.0,9.0,17.33,unidentified,unidentified,equal strength teams,0.01,0.17,0.09,0.07,0.13,1.42,0.04,0.0,0.0,0.0,0.06,0.09,10.77,5.21,16.19,29.78,0.27,1.62,0.04,0.15,1.89,0.19,7.99,22.98,unidentified,1.7,0.23,1.47,-5.56,13.59,0,1,1.35,0.11,0,0,0.08,0.04,1.51,0.09,0.3,0.06,6.07,34.78,9.74,18.16,8.16,16.0,0.24,0.01,1.61,0.13,17.83,144.09
43.0,22.0,10.4,6.5,17.67,4.44,15.0,18.0,25.5,26.0,43.0,14.67,unidentified,unidentified,away team stronger,0.0,0.0,1.49,0.02,0.14,0.51,0.43,0.47,0.04,0.09,0.18,0.44,25.13,9.54,19.5,27.89,1.49,0.67,0.94,0.71,2.16,1.65,17.34,23.69,unidentified,0.51,0.55,-0.04,-15.59,8.39,0,1,-0.82,-0.23,1,1,0.02,0.52,2.0,0.48,0.14,0.65,24.75,20.5,19.84,30.5,7.42,20.08,0.12,0.07,3.45,0.87,60.9,56.33
38.0,35.0,11.67,5.0,3.25,21.0,41.5,9.86,26.75,12.75,17.0,16.5,unidentified,unidentified,equal strength teams,0.0,0.56,0.34,0.35,0.24,0.07,0.0,0.0,0.38,0.03,0.0,0.39,28.22,9.75,26.04,15.42,0.9,0.66,0.38,0.42,1.56,0.8,18.99,20.73,unidentified,0.76,0.52,0.24,-18.47,-10.62,0,0,-0.24,0.04,1,0,0.35,0.03,0.41,0.77,0.8,0.0,21.5,27.12,19.12,13.43,16.34,21.62,0.08,0.04,1.07,1.15,52.5,67.28
37.5,29.0,8.83,11.0,20.33,26.5,9.0,10.0,10.6,17.0,9.6,9.25,unidentified,unidentified,home team stronger,0.0,0.95,0.0,0.2,0.0,0.14,0.02,0.0,0.0,0.0,0.01,0.03,25.11,19.28,9.87,11.95,0.95,0.34,0.02,0.04,1.29,0.06,22.19,10.91,unidentified,1.23,0.93,0.3,-5.83,2.08,0,1,-0.61,0.02,1,0,0.2,0.02,0.14,0.03,0.95,0.01,24.25,13.0,24.66,9.8,17.66,9.93,0.06,0.01,2.44,0.05,46.34,15.75
36.5,12.0,60.0,37.0,6.8,23.0,5.2,12.5,9.83,9.5,19.0,14.0,unidentified,unidentified,away team stronger,0.0,0.0,0.0,0.06,0.0,0.14,0.0,0.21,0.02,0.02,0.0,0.24,36.17,22.27,9.18,14.17,0.0,0.2,0.23,0.26,0.2,0.49,29.22,11.67,unidentified,-0.29,-0.23,-0.06,-13.9,4.99,0,1,0.2,0.03,0,0,0.06,0.02,0.14,0.26,0.0,0.21,36.75,7.35,9.4,15.75,41.5,11.92,0.01,0.04,0.26,0.66,141.9,24.8
31.0,14.0,8.4,11.67,21.5,17.29,7.0,6.57,3.67,5.0,6.4,3.56,unidentified,unidentified,away team stronger,0.0,0.32,0.0,0.13,0.0,0.01,0.1,0.48,0.39,0.72,0.93,0.43,17.8,16.82,5.75,4.99,0.32,0.14,0.97,2.08,0.46,3.05,17.31,5.37,unidentified,-2.59,-0.65,-1.94,-0.98,-0.76,0,0,-0.18,1.11,1,0,0.13,0.82,0.01,0.82,0.32,1.41,21.34,6.0,17.75,6.48,12.84,3.62,0.03,0.57,0.91,1.51,39.91,8.9
10.5,7.6,17.67,3.75,22.0,55.0,8.2,12.75,13.0,6.25,4.43,7.0,unidentified,unidentified,away team stronger,0.18,0.04,0.29,0.94,0.01,0.02,0.11,0.32,0.63,1.12,0.13,0.2,11.92,26.92,11.32,5.89,0.51,0.97,1.06,1.45,1.48,2.51,19.42,8.6,unidentified,-1.03,-0.55,-0.48,15.0,-5.43,1,0,0.46,0.39,0,0,1.12,1.23,0.31,0.83,0.05,0.45,7.12,7.22,14.8,8.59,36.34,10.0,0.08,0.29,1.98,2.07,78.14,15.94
10.17,11.0,10.67,22.0,7.33,7.13,4.11,9.0,14.0,5.63,7.25,10.17,unidentified,unidentified,away team stronger,0.0,0.17,0.01,0.1,0.25,0.13,0.55,0.76,1.38,0.19,0.22,0.12,10.61,12.15,9.04,7.68,0.18,0.48,2.69,0.53,0.66,3.22,11.38,8.36,unidentified,-2.56,-2.51,-0.05,1.54,-1.36,1,0,0.3,-2.16,0,1,0.1,0.74,0.14,1.5,0.42,0.98,16.08,4.87,9.16,8.12,8.9,12.08,0.06,0.39,0.69,2.15,27.36,22.8
9.75,48.0,19.5,6.0,9.75,8.5,6.63,17.33,24.67,16.0,15.67,19.67,unidentified,unidentified,away team stronger,0.07,0.05,0.18,0.1,0.11,0.44,0.01,0.73,0.17,0.14,0.21,0.22,25.75,8.08,16.21,17.11,0.3,0.65,0.91,0.57,0.95,1.48,16.92,16.66,unidentified,-0.53,-0.61,0.08,-17.67,0.9,0,1,0.35,-0.34,0,1,0.17,0.15,0.62,0.39,0.16,0.94,7.88,11.32,28.88,16.5,14.0,22.17,0.06,0.09,0.57,1.39,85.25,31.04
6.0,9.33,5.8,4.8,6.17,2.45,17.4,34.0,12.75,7.17,5.67,6.63,unidentified,unidentified,home team stronger,0.0,0.25,0.55,0.03,0.03,0.33,0.02,0.29,0.55,0.18,0.08,0.12,7.04,4.47,21.38,6.49,0.8,0.39,0.86,0.38,1.19,1.24,5.76,13.94,unidentified,-0.05,-0.06,0.01,-2.57,-14.89,0,0,-0.41,-0.48,1,1,0.03,0.2,0.88,0.67,0.28,0.37,5.4,12.28,7.75,19.84,4.12,9.69,0.21,0.09,1.37,1.04,12.95,45.89
4.33,5.4,3.3,4.67,3.0,2.88,5.57,6.75,45.0,15.0,7.0,9.75,unidentified,unidentified,equal strength teams,0.06,0.0,0.19,0.2,0.09,0.11,0.02,0.76,0.48,0.31,0.55,0.33,4.34,3.52,19.11,10.58,0.25,0.4,1.26,1.19,0.65,2.45,3.93,14.84,unidentified,-1.8,-1.01,-0.79,-0.82,-8.53,0,0,0.15,-0.07,0,1,0.26,0.33,0.3,0.81,0.09,1.31,4.5,10.28,4.2,6.88,3.09,27.38,0.17,0.17,0.39,1.65,6.33,80.18
4.14,5.6,8.2,2.5,3.13,5.0,8.0,12.5,49.0,14.5,22.5,18.0,unidentified,unidentified,away team stronger,0.07,0.72,0.14,0.0,0.06,1.19,0.08,0.0,0.63,0.85,0.0,0.11,5.98,3.54,23.17,18.33,0.93,1.25,0.71,0.96,2.18,1.67,4.76,20.75,unidentified,0.51,0.22,0.29,-2.44,-4.84,0,0,0.32,0.25,0,0,0.07,0.93,1.33,0.74,0.78,0.0,3.32,11.25,4.36,17.5,6.6,33.5,0.46,0.08,2.56,1.89,12.26,88.0
4.11,4.75,9.25,6.33,11.25,9.25,5.64,10.0,9.14,67.0,17.5,25.33,unidentified,unidentified,home team stronger,0.17,0.0,0.42,0.36,0.04,0.32,0.2,0.27,0.11,0.0,0.15,0.01,6.04,8.94,8.26,36.61,0.59,0.72,0.58,0.16,1.31,0.74,7.49,22.44,unidentified,0.57,0.01,0.56,2.9,28.35,1,1,0.13,-0.42,0,1,0.53,0.2,0.74,0.12,0.04,0.42,5.22,36.32,8.0,13.75,9.25,17.24,0.17,0.03,1.25,0.63,14.98,120.41
21.67,10.25,9.8,8.25,6.63,4.67,7.5,7.0,7.43,12.0,7.71,6.88,unidentified,unidentified,equal strength teams,0.02,0.02,0.02,0.0,0.28,0.42,0.13,0.0,0.9,0.41,0.02,0.14,13.91,6.52,7.31,8.86,0.06,0.7,1.03,0.57,0.76,1.6,10.21,8.09,unidentified,-0.84,-0.97,0.13,-7.39,1.55,0,1,0.64,-0.46,0,1,0.02,0.54,0.44,1.04,0.3,0.02,14.96,9.75,8.44,7.36,7.24,7.15,0.07,0.2,0.44,2.03,17.0,10.62
21.0,35.5,21.0,5.71,6.4,9.8,5.8,3.43,5.0,4.13,3.25,2.78,unidentified,unidentified,home team stronger,0.41,0.44,0.19,0.0,0.2,0.0,0.02,0.12,1.27,0.0,0.0,1.92,25.83,7.3,4.74,3.39,1.04,0.2,1.41,1.92,1.24,3.33,16.57,4.07,unidentified,-2.09,-0.37,-1.72,-18.53,-1.35,0,0,-0.84,0.51,1,0,0.41,0.02,0.19,3.19,0.64,0.12,13.36,4.96,20.95,3.34,15.4,3.89,0.07,0.82,0.87,4.44,48.38,6.16
18.0,8.0,6.3,4.14,4.5,4.11,7.5,9.75,6.78,5.2,19.0,4.33,unidentified,unidentified,away team stronger,0.0,0.09,0.1,0.0,0.04,0.33,0.05,0.08,0.27,0.0,0.44,0.0,10.77,4.25,8.01,9.51,0.19,0.37,0.4,0.44,0.56,0.84,7.51,8.76,unidentified,-0.28,-0.21,-0.07,-6.52,1.5,0,1,0.18,0.04,0,0,0.0,0.05,0.43,0.27,0.13,0.52,11.07,6.35,6.25,14.38,5.2,5.56,0.07,0.1,0.53,1.37,14.61,35.27
16.25,11.6,17.0,70.0,10.2,33.5,18.0,19.4,14.38,17.75,22.0,6.67,unidentified,unidentified,home team stronger,0.94,0.56,0.84,0.0,0.05,0.02,0.0,0.0,0.01,0.01,0.03,0.29,14.95,37.9,17.26,15.47,2.34,0.07,0.01,0.33,2.41,0.34,26.42,16.37,unidentified,2.07,2.33,-0.26,22.95,-1.79,1,0,-2.27,0.32,1,0,0.94,0.01,0.86,0.3,0.61,0.03,43.12,17.88,10.9,20.7,25.25,10.52,0.09,0.02,1.58,0.29,146.15,29.37
14.6,13.5,10.0,9.2,5.88,15.33,13.4,18.0,13.67,65.0,17.67,23.25,unidentified,unidentified,equal strength teams,0.0,0.0,0.26,0.1,0.0,0.14,0.11,0.19,0.11,0.15,0.17,0.17,12.7,10.14,15.02,35.31,0.26,0.24,0.41,0.49,0.5,0.9,11.42,25.17,unidentified,-0.4,-0.15,-0.25,-2.56,20.29,0,1,-0.02,0.08,1,0,0.1,0.26,0.4,0.28,0.0,0.36,11.9,39.2,9.69,17.84,12.66,18.46,0.04,0.04,0.66,0.22,18.17,113.17
13.17,9.71,9.43,5.0,5.33,4.3,26.0,31.0,5.86,5.29,7.0,3.33,unidentified,unidentified,equal strength teams,0.3,0.13,0.19,0.0,0.57,0.35,0.0,0.0,0.01,0.24,0.0,0.0,10.77,4.88,20.95,5.21,0.62,0.92,0.01,0.24,1.54,0.25,7.82,13.08,unidentified,1.29,0.61,0.68,-5.89,-15.74,0,0,0.3,0.23,0,0,0.3,0.24,0.54,0.01,0.7,0.0,9.09,15.64,7.52,19.0,6.86,4.6,0.2,0.02,1.21,0.48,9.53,36.09
11.0,18.5,6.3,8.14,42.0,7.13,5.2,14.5,3.43,6.75,14.0,3.1,unidentified,unidentified,home team stronger,0.0,0.0,0.67,0.0,0.17,0.19,0.0,0.17,0.22,0.0,0.93,0.03,11.93,19.09,7.71,7.95,0.67,0.36,0.39,0.96,1.03,1.35,15.51,7.83,unidentified,-0.32,0.28,-0.6,7.16,0.24,1,1,-0.31,0.57,1,0,0.0,0.0,0.86,0.25,0.17,1.1,9.57,5.98,30.25,14.25,6.72,3.26,0.07,0.17,1.53,2.27,90.27,41.84
10.5,3.56,2.36,4.86,5.83,4.4,5.5,2.43,9.8,23.0,10.75,4.0,unidentified,unidentified,away team stronger,0.0,0.07,0.0,0.05,0.49,0.76,0.18,0.0,0.4,0.36,0.43,0.24,5.47,5.03,5.91,12.58,0.07,1.3,0.58,1.03,1.37,1.61,5.25,9.25,unidentified,-0.24,-0.51,0.27,-0.44,6.67,0,1,1.23,0.45,0,0,0.05,0.54,0.76,0.64,0.56,0.43,7.68,14.25,4.7,6.59,3.38,6.9,0.26,0.17,0.9,0.88,13.04,42.64
9.33,11.33,14.75,6.25,11.67,8.4,10.5,9.13,5.56,3.64,40.0,8.2,unidentified,unidentified,home team stronger,0.05,0.64,0.0,0.11,0.32,0.2,0.0,0.04,0.14,0.11,0.1,0.72,11.8,8.77,8.4,17.28,0.69,0.63,0.18,0.93,1.32,1.11,10.29,12.84,unidentified,0.21,0.51,-0.3,-3.03,8.88,0,1,-0.06,0.75,1,0,0.16,0.11,0.2,0.86,0.96,0.14,7.79,7.07,11.5,24.56,11.58,6.88,0.13,0.09,1.67,0.8,22.61,75.02
8.33,8.8,8.0,5.0,4.14,4.14,6.83,8.8,5.67,4.4,7.33,13.67,unidentified,unidentified,equal strength teams,0.16,0.09,0.19,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.59,0.0,8.38,4.43,7.1,8.47,0.44,0.34,0.0,0.59,0.78,0.59,6.4,7.78,unidentified,0.19,0.44,-0.25,-3.95,1.37,0,1,-0.1,0.59,1,0,0.16,0.0,0.53,0.0,0.09,0.59,6.66,5.62,6.47,8.07,6.07,9.67,0.12,0.08,0.7,1.18,5.13,15.64
7.86,6.0,7.13,12.2,11.8,8.43,11.5,6.27,14.0,9.33,12.5,2.92,unidentified,unidentified,equal strength teams,0.0,0.17,0.27,0.07,0.0,0.56,0.0,0.05,0.0,0.07,0.57,0.38,7.0,10.81,10.59,8.25,0.44,0.63,0.05,1.02,1.07,1.07,8.9,9.42,unidentified,0.0,0.39,-0.39,3.81,-2.34,1,0,0.19,0.97,0,0,0.07,0.07,0.83,0.38,0.17,0.62,10.03,10.42,8.9,9.38,7.78,8.46,0.12,0.11,1.1,0.86,11.83,30.38
7.25,5.2,18.5,5.43,7.8,7.29,8.5,7.4,7.71,7.33,2.71,3.5,unidentified,unidentified,away team stronger,0.0,1.04,0.28,0.02,0.16,0.0,0.28,0.24,0.07,0.31,1.44,0.36,10.32,6.84,7.87,4.51,1.32,0.18,0.59,2.11,1.5,2.7,8.58,6.19,unidentified,-1.2,0.73,-1.93,-3.48,-3.36,0,0,-1.14,1.52,1,0,0.02,0.59,0.28,0.43,1.2,1.68,6.34,7.92,6.5,5.06,12.9,5.6,0.17,0.44,2.36,2.66,31.3,7.2
7.22,12.5,13.4,14.0,14.67,21.5,5.42,8.17,23.33,7.0,25.0,14.0,unidentified,unidentified,away team stronger,0.02,0.02,0.05,0.46,0.01,0.88,0.62,1.18,0.09,0.41,0.05,0.02,11.04,16.72,12.31,15.33,0.09,1.35,1.89,0.48,1.44,2.37,13.88,13.82,unidentified,-0.93,-1.8,0.87,5.68,3.02,1,1,1.26,-1.41,0,1,0.48,1.03,0.93,0.11,0.03,1.23,10.61,6.21,13.58,16.58,17.45,18.66,0.1,0.17,1.76,2.36,14.28,63.24
6.5,14.5,6.6,6.5,2.11,5.13,8.2,5.0,10.0,14.5,7.6,20.33,unidentified,unidentified,equal strength teams,0.0,0.0,0.22,0.49,0.86,0.2,0.48,1.72,0.45,0.85,0.08,0.12,9.2,4.58,7.73,14.14,0.22,1.55,2.65,1.05,1.77,3.7,6.89,10.94,unidentified,-1.93,-2.43,0.5,-4.62,6.41,0,1,1.33,-1.6,0,1,0.49,1.33,0.42,0.57,0.86,1.8,6.5,11.35,8.3,6.3,5.86,15.16,0.26,0.34,1.52,3.72,23.41,32.33
