PPDA_H_Int1,PPDA_H_Int2,PPDA_H_Int3,PPDA_H_Int4,PPDA_H_Int5,PPDA_H_Int6,PPDA_A_Int1,PPDA_A_Int2,PPDA_A_Int3,PPDA_A_Int4,PPDA_A_Int5,PPDA_A_Int6,home team,away team,Relative quality,xG_H_Int1,xG_H_Int2,xG_H_Int3,xG_H_Int4,xG_H_Int5,xG_H_Int6,xG_A_Int1,xG_A_Int2,xG_A_Int3,xG_A_Int4,xG_A_Int5,xG_A_Int6,PPDA_H_1stHalf,PPDA_H_2ndHalf,PPDA_A_1stHalf,PPDA_A_2ndHalf,xG_H_1stHalf,xG_H_2ndHalf,xG_A_1stHalf,xG_A_2ndHalf,xG_H_Total,xG_A_Total,PPDA_H_Total,PPDA_A_Total,MatchSuspicionType,xG_Diff_Total,xG_Diff_1stHalf,xG_Diff_2ndHalf,PPDA_H_Change,PPDA_A_Change,HomePressingDrop,AwayPressingDrop,xG_H_Change,xG_A_Change,HomeAttackingDrop,AwayAttackingDrop,xG_H_Early,xG_A_Early,xG_H_Late,xG_A_Late,xG_H_Mid,xG_A_Mid,PPDA_H_Early,PPDA_A_Early,PPDA_H_Mid,PPDA_A_Mid,PPDA_H_Late,PPDA_A_Late,xG_H_to_PPDA,xG_A_to_PPDA,xG_H_TotalChange,xG_A_TotalChange,PPDA_H_TotalChange,PPDA_A_TotalChange
14.0,8.5,4.22,6.0,54.0,10.17,9.75,8.0,12.0,9.0,11.0,6.25,unidentified,unidentified,home team stronger,0.15,0.47,0.38,0.11,0.05,0.75,0.0,0.26,0.01,0.09,0.0,0.05,8.91,23.39,9.92,8.75,1.0,0.91,0.27,0.14,1.91,0.41,16.15,9.33,unidentified,1.5,0.73,0.77,14.48,-1.17,1,0,-0.09,-0.13,1,1,0.26,0.09,1.13,0.06,0.52,0.26,10.0,9.38,31.25,9.5,7.2,9.12,0.12,0.04,1.44,0.73,103.39,15.5
14.0,7.56,6.3,33.0,18.33,14.0,84.0,14.4,43.5,10.5,5.5,5.2,unidentified,unidentified,home team stronger,0.8,0.02,0.48,0.12,0.0,0.14,0.0,0.1,0.08,0.26,0.05,0.16,9.29,21.78,47.3,7.07,1.3,0.26,0.18,0.47,1.56,0.65,15.53,27.18,unidentified,0.91,1.12,-0.21,12.49,-40.23,1,0,-1.04,0.29,1,0,0.92,0.26,0.62,0.24,0.02,0.15,23.5,47.25,12.94,9.95,10.15,24.35,0.1,0.02,1.86,0.62,53.4,137.0
13.6,15.33,11.5,18.33,9.67,22.5,5.88,20.0,7.36,20.0,14.0,16.25,unidentified,unidentified,away team stronger,0.02,0.31,0.02,0.43,0.02,0.24,0.01,0.0,0.35,0.0,0.41,0.47,13.48,16.83,11.08,16.75,0.35,0.69,0.36,0.88,1.04,1.24,15.16,13.92,unidentified,-0.2,-0.01,-0.19,3.35,5.67,1,1,0.34,0.52,0,0,0.45,0.01,0.26,0.82,0.33,0.41,15.96,12.94,12.5,17.0,17.0,11.8,0.07,0.09,1.62,1.18,33.88,47.65
12.67,16.75,39.5,10.5,12.0,14.67,7.67,5.57,7.0,9.0,11.0,7.2,unidentified,unidentified,equal strength teams,0.0,0.02,0.0,0.1,0.35,1.09,0.94,0.05,0.32,0.75,0.0,0.09,22.97,12.39,6.75,9.07,0.02,1.54,1.31,0.84,1.56,2.15,17.68,7.91,unidentified,-0.59,-1.29,0.7,-10.58,2.32,0,1,1.52,-0.47,0,1,0.1,1.69,1.09,0.41,0.37,0.05,11.58,8.34,14.38,8.28,27.08,7.1,0.09,0.27,1.13,2.43,60.0,11.33
11.0,28.0,16.0,17.33,15.0,19.0,77.0,23.67,13.71,5.6,8.67,4.55,unidentified,unidentified,equal strength teams,0.95,0.19,0.12,0.64,0.0,0.12,0.08,0.15,0.0,1.04,0.0,0.23,18.33,17.11,38.13,6.27,1.26,0.76,0.23,1.27,2.02,1.5,17.72,22.2,unidentified,0.52,1.03,-0.51,-1.22,-31.86,0,0,-0.5,1.04,1,0,1.59,1.12,0.24,0.23,0.19,0.15,14.16,41.3,21.5,16.17,17.5,9.13,0.11,0.07,2.11,2.53,36.66,78.59
10.43,4.33,5.0,8.75,11.33,6.83,8.86,17.33,4.67,2.89,3.5,5.5,unidentified,unidentified,equal strength teams,0.11,0.0,0.28,0.79,0.96,0.07,0.0,0.6,0.02,0.0,0.0,0.15,6.59,8.97,10.29,3.96,0.39,1.82,0.62,0.15,2.21,0.77,7.78,7.12,unidentified,1.44,-0.23,1.67,2.38,-6.33,1,0,1.43,-0.47,0,1,0.9,0.0,0.35,0.17,0.96,0.6,9.59,5.88,7.83,10.42,5.92,5.08,0.28,0.11,1.96,1.35,17.6,25.52
10.0,7.7,9.5,7.88,6.2,10.88,12.4,9.67,15.5,7.6,30.5,13.2,unidentified,unidentified,equal strength teams,0.0,0.31,1.07,0.0,1.04,0.14,0.28,0.0,0.06,0.1,0.0,0.0,9.07,8.32,12.52,17.1,1.38,1.18,0.34,0.1,2.56,0.44,8.69,14.81,unidentified,2.12,1.04,1.08,-0.75,4.58,0,1,-0.2,-0.24,1,1,0.0,0.38,1.21,0.06,1.35,0.0,8.94,10.0,6.95,20.08,10.19,14.35,0.29,0.03,4.08,0.48,12.08,56.66
9.75,7.5,4.44,16.0,4.14,7.43,53.5,26.25,27.67,69.0,24.5,10.43,unidentified,unidentified,home team stronger,0.03,0.0,0.04,0.0,0.04,0.3,0.09,0.1,0.0,0.08,0.05,0.08,7.23,9.19,35.81,34.64,0.07,0.34,0.19,0.21,0.41,0.4,8.21,35.22,unidentified,0.01,-0.12,0.13,1.96,-1.17,1,0,0.27,0.02,0,0,0.03,0.17,0.34,0.08,0.04,0.15,12.88,61.25,5.82,25.38,5.94,19.05,0.05,0.01,0.41,0.25,32.02,128.57
9.2,14.25,54.0,5.88,24.0,13.0,8.17,45.0,15.2,45.0,7.17,16.33,unidentified,unidentified,equal strength teams,0.28,0.62,0.04,0.87,0.06,0.84,0.0,0.01,0.0,0.0,0.18,0.76,25.82,14.29,22.79,22.83,0.94,1.77,0.01,0.94,2.71,0.95,20.06,22.81,unidentified,1.76,0.93,0.83,-11.53,0.04,0,1,0.83,0.93,0,0,1.15,0.0,0.88,0.76,0.68,0.19,7.54,26.58,19.12,26.08,33.5,15.76,0.14,0.04,3.34,0.78,122.04,143.42
8.44,14.4,28.5,8.83,8.75,13.5,10.25,4.14,18.5,17.67,7.2,8.67,unidentified,unidentified,equal strength teams,0.01,0.02,0.06,0.03,0.0,0.65,0.12,0.18,0.62,0.31,0.04,0.37,17.11,10.36,10.96,11.18,0.09,0.68,0.92,0.72,0.77,1.64,13.74,11.07,unidentified,-0.87,-0.83,-0.04,-6.75,0.22,0,1,0.59,-0.2,0,1,0.04,0.43,0.71,0.99,0.02,0.22,8.64,13.96,11.58,5.67,21.0,13.58,0.06,0.15,0.76,1.41,44.56,33.24
4.67,11.0,3.5,6.86,24.33,8.17,18.67,13.0,6.5,26.0,18.0,7.0,unidentified,unidentified,equal strength teams,0.12,0.18,0.49,0.65,0.14,0.02,0.14,0.09,0.0,0.11,0.06,0.07,6.39,13.12,12.72,17.0,0.79,0.81,0.23,0.24,1.6,0.47,9.76,14.86,unidentified,1.13,0.56,0.57,6.73,4.28,1,1,0.02,0.01,0,0,0.77,0.25,0.51,0.07,0.32,0.15,5.76,22.34,17.66,15.5,5.84,6.75,0.16,0.03,1.16,0.31,50.82,50.67
4.67,3.57,14.25,8.75,5.17,6.0,47.0,21.5,5.42,13.0,14.75,10.83,unidentified,unidentified,home team stronger,0.17,0.17,0.0,0.02,0.24,0.03,0.11,0.0,0.0,0.0,0.0,0.0,7.5,6.64,24.64,12.86,0.34,0.29,0.11,0.0,0.63,0.11,7.07,18.75,unidentified,0.52,0.23,0.29,-0.86,-11.78,0,0,-0.05,-0.11,1,1,0.19,0.11,0.03,0.0,0.41,0.0,6.71,30.0,4.37,18.12,10.12,8.12,0.09,0.01,0.62,0.11,21.69,54.83
4.0,4.5,10.0,4.3,3.08,5.25,22.67,68.0,47.5,13.5,10.0,62.0,unidentified,unidentified,home team stronger,0.17,0.27,0.49,0.09,0.13,0.36,0.0,0.03,0.29,0.0,0.09,0.15,6.17,4.21,46.06,28.5,0.93,0.58,0.32,0.24,1.51,0.56,5.19,37.28,unidentified,0.95,0.61,0.34,-1.96,-17.56,0,0,-0.35,-0.08,1,1,0.26,0.0,0.85,0.44,0.4,0.12,4.15,18.08,3.79,39.0,7.62,54.75,0.29,0.02,0.99,0.73,15.09,155.33
7.0,6.9,7.0,12.6,48.0,5.33,35.0,9.83,18.4,13.33,23.0,16.0,unidentified,unidentified,home team stronger,0.14,0.14,0.0,0.17,0.17,1.58,0.0,0.04,0.0,0.0,0.12,0.8,6.97,21.98,21.08,17.44,0.28,1.92,0.04,0.92,2.2,0.96,14.47,19.26,unidentified,1.24,0.24,1.0,15.01,-3.64,1,0,1.64,0.88,0,0,0.31,0.0,1.58,0.8,0.31,0.16,9.8,24.16,27.45,16.42,6.16,17.2,0.15,0.05,1.72,0.88,83.87,55.48
5.75,6.4,2.44,10.6,7.0,5.14,9.75,7.0,9.6,9.75,17.67,7.0,unidentified,unidentified,home team stronger,0.01,0.2,0.83,0.09,0.05,1.45,0.0,0.04,0.22,0.0,0.0,0.0,4.86,7.58,8.78,11.47,1.04,1.59,0.26,0.0,2.63,0.26,6.22,10.13,unidentified,2.37,0.78,1.59,2.72,2.69,1,1,0.55,-0.26,0,1,0.1,0.0,2.28,0.22,0.25,0.04,8.18,9.75,6.7,12.34,3.79,8.3,0.42,0.03,3.0,0.44,18.23,24.09
54.0,56.0,12.5,9.2,10.14,8.57,8.0,10.75,10.0,8.0,15.0,10.0,unidentified,unidentified,equal strength teams,0.13,0.14,0.31,0.02,0.21,0.77,0.01,0.09,0.39,0.27,0.14,0.8,40.83,9.3,9.58,11.0,0.58,1.0,0.49,1.21,1.58,1.7,25.07,10.29,unidentified,-0.12,0.09,-0.21,-31.53,1.42,0,1,0.42,0.72,0,0,0.15,0.28,1.08,1.19,0.35,0.23,31.6,8.0,33.07,12.88,10.54,10.0,0.06,0.17,1.22,1.29,51.31,17.5
28.0,14.67,16.0,33.5,49.0,27.67,4.43,5.75,5.2,3.83,7.0,4.71,unidentified,unidentified,away team stronger,0.0,0.03,0.01,0.0,0.08,0.0,0.05,0.32,0.84,0.62,0.0,0.29,19.56,36.72,5.13,5.18,0.04,0.08,1.21,0.91,0.12,2.12,28.14,5.15,unidentified,-2.0,-1.17,-0.83,17.16,0.05,1,1,0.04,-0.3,0,1,0.0,0.67,0.01,1.13,0.11,0.32,30.75,4.13,31.84,6.38,21.84,4.96,0.0,0.41,0.22,1.92,68.99,8.7
8.0,4.5,5.56,7.4,4.8,3.78,41.0,17.25,13.6,8.83,8.83,53.5,unidentified,unidentified,equal strength teams,0.14,0.07,0.02,0.0,0.0,0.0,0.0,0.36,0.03,0.14,0.25,0.37,6.02,5.33,23.95,23.72,0.23,0.0,0.39,0.76,0.23,1.15,5.67,23.83,unidentified,-0.92,-0.16,-0.76,-0.69,-0.23,0,0,-0.23,0.37,1,0,0.14,0.14,0.02,0.4,0.07,0.61,7.7,24.92,4.65,13.04,4.67,33.55,0.04,0.05,0.14,1.03,10.02,76.84
7.2,6.67,6.25,2.78,12.0,5.8,4.38,16.5,4.83,11.67,5.4,8.25,unidentified,unidentified,home team stronger,0.0,0.4,0.24,0.46,0.15,0.06,0.32,0.08,0.0,0.07,0.28,0.56,6.71,6.86,8.57,8.44,0.64,0.67,0.4,0.91,1.31,1.31,6.78,8.51,unidentified,0.0,0.24,-0.24,0.15,-0.13,1,0,0.03,0.51,0,0,0.46,0.39,0.3,0.56,0.55,0.36,4.99,8.02,9.34,10.95,6.02,6.54,0.19,0.15,1.18,0.88,19.84,39.75
6.83,19.0,3.8,13.0,10.5,5.33,6.67,6.0,30.0,8.67,4.4,4.25,unidentified,unidentified,home team stronger,0.24,0.19,0.06,0.97,0.44,0.23,0.0,0.9,0.11,0.41,0.13,0.2,9.88,9.61,14.22,5.77,0.49,1.64,1.01,0.74,2.13,1.75,9.74,10.0,unidentified,0.38,-0.52,0.9,-0.27,-8.45,0,0,1.15,-0.27,0,1,1.21,0.41,0.29,0.31,0.63,1.03,9.91,7.67,14.75,5.2,4.56,17.12,0.22,0.18,1.83,2.34,44.24,50.42
3.7,8.5,5.0,5.89,5.63,21.67,20.33,31.5,4.0,6.2,13.0,6.8,unidentified,unidentified,equal strength teams,0.18,0.31,0.49,0.02,0.51,0.37,0.0,0.0,0.0,0.0,0.0,0.36,5.73,11.06,18.61,8.67,0.98,0.9,0.0,0.36,1.88,0.36,8.4,13.64,unidentified,1.52,0.98,0.54,5.33,-9.94,1,0,-0.08,0.36,1,0,0.2,0.0,0.86,0.36,0.82,0.0,4.8,13.26,7.06,22.25,13.34,5.4,0.22,0.03,1.41,0.36,25.49,53.87
11.33,6.2,10.67,11.43,13.75,9.6,5.5,3.0,3.91,12.67,5.0,10.4,unidentified,unidentified,away team stronger,0.04,0.3,0.0,0.0,0.23,0.42,0.07,0.64,1.09,0.32,0.26,0.03,9.4,11.59,4.14,9.36,0.34,0.65,1.8,0.61,0.99,2.41,10.5,6.75,unidentified,-1.42,-1.46,0.04,2.19,5.22,1,1,0.31,-1.19,0,1,0.04,0.39,0.42,1.12,0.53,0.9,11.38,9.09,9.98,4.0,10.14,7.16,0.09,0.36,0.98,2.08,16.83,25.24
11.0,8.25,8.0,7.0,9.5,6.83,14.5,7.43,17.0,19.67,35.0,12.75,unidentified,unidentified,equal strength teams,0.0,0.05,0.27,0.15,0.21,0.11,0.09,0.02,0.01,0.07,0.0,0.12,9.08,7.78,12.98,22.47,0.32,0.47,0.12,0.19,0.79,0.31,8.43,17.72,unidentified,0.48,0.2,0.28,-1.3,9.49,0,1,0.15,0.07,0,0,0.15,0.16,0.38,0.13,0.26,0.02,9.0,17.08,8.88,21.22,7.42,14.88,0.09,0.02,0.55,0.33,9.17,56.89
5.14,5.33,5.67,1.83,1.86,8.2,19.0,15.0,13.17,5.71,10.57,9.33,unidentified,unidentified,home team stronger,0.38,0.01,0.29,0.87,0.11,1.03,0.14,0.0,0.03,0.0,0.0,0.19,5.38,3.96,15.72,8.54,0.68,2.01,0.17,0.19,2.69,0.36,4.67,12.13,unidentified,2.33,0.51,1.82,-1.42,-7.18,0,0,1.33,0.02,0,0,1.25,0.14,1.32,0.22,0.12,0.0,3.48,12.36,3.6,12.78,6.94,11.25,0.58,0.03,2.91,0.39,10.74,19.39
11.67,21.5,4.67,3.33,25.0,4.25,5.57,30.0,6.8,6.0,64.0,12.2,unidentified,unidentified,away team stronger,0.0,0.0,0.28,0.0,0.28,0.76,0.0,0.47,0.14,0.16,0.0,0.99,12.61,10.86,14.12,27.4,0.28,1.04,0.61,1.15,1.32,1.76,11.74,20.76,unidentified,-0.44,-0.33,-0.11,-1.75,13.28,0,1,0.76,0.54,0,0,0.0,0.16,1.04,1.13,0.28,0.47,7.5,5.78,23.25,47.0,4.46,9.5,0.11,0.08,1.32,1.97,70.42,158.23
10.43,34.0,67.5,3.56,27.5,5.75,15.0,19.5,8.67,8.4,6.4,12.5,unidentified,unidentified,home team stronger,0.66,0.19,0.15,0.3,0.92,0.7,0.08,1.04,0.0,0.0,0.36,0.21,37.31,12.27,14.39,9.1,1.0,1.92,1.12,0.57,2.92,1.69,24.79,11.74,unidentified,1.23,-0.12,1.35,-25.04,-5.29,0,0,0.92,-0.55,0,1,0.96,0.08,0.85,0.21,1.11,1.4,7.0,11.7,30.75,12.95,36.62,10.58,0.12,0.14,1.5,2.51,166.7,23.7
10.0,11.75,7.71,8.25,7.67,5.89,18.0,3.33,8.71,6.0,11.5,15.0,unidentified,unidentified,away team stronger,0.15,0.09,0.0,0.22,0.14,0.05,0.4,0.21,0.48,0.19,1.09,0.12,9.82,7.27,10.01,10.83,0.24,0.41,1.09,1.4,0.65,2.49,8.54,10.42,unidentified,-1.84,-0.85,-0.99,-2.55,0.82,0,1,0.17,0.31,0,0,0.37,0.59,0.05,0.6,0.23,1.3,9.12,12.0,9.71,7.42,6.8,11.86,0.08,0.24,0.54,2.62,8.69,31.76
5.5,3.71,3.86,6.8,26.0,3.86,9.8,21.5,29.5,35.0,4.6,7.33,unidentified,unidentified,equal strength teams,0.18,0.29,1.11,0.1,0.38,0.35,0.0,0.0,0.0,0.05,0.02,0.94,4.36,12.22,20.27,15.64,1.58,0.83,0.0,1.01,2.41,1.01,8.29,17.95,unidentified,1.4,1.58,-0.18,7.86,-4.63,1,0,-0.75,1.01,1,0,0.28,0.05,1.46,0.94,0.67,0.02,6.15,22.4,14.86,13.05,3.86,18.42,0.29,0.06,2.25,1.0,46.22,58.33
5.4,8.63,22.5,5.67,10.5,5.13,10.2,18.5,24.0,8.67,4.44,9.63,unidentified,unidentified,home team stronger,0.01,0.0,0.0,0.32,0.26,1.75,0.0,0.03,0.55,0.09,0.0,0.06,12.18,7.1,17.57,7.58,0.01,2.33,0.58,0.15,2.34,0.73,9.64,12.57,unidentified,1.61,-0.57,2.18,-5.08,-9.99,0,0,2.32,-0.43,0,1,0.33,0.09,1.75,0.61,0.26,0.03,5.54,9.43,9.57,11.47,13.82,16.82,0.24,0.06,1.88,1.16,44.13,38.55
32.0,4.5,8.17,30.0,3.6,4.86,24.0,15.67,12.0,14.67,8.67,13.4,unidentified,unidentified,home team stronger,0.1,0.07,0.13,0.2,0.33,1.73,0.64,0.13,0.76,0.11,0.0,0.11,14.89,12.82,17.22,12.25,0.3,2.26,1.53,0.22,2.56,1.75,13.85,14.74,unidentified,0.81,-1.23,2.04,-2.07,-4.97,0,0,1.96,-1.31,0,1,0.3,0.75,1.86,0.87,0.4,0.13,31.0,19.34,4.05,12.17,6.52,12.7,0.18,0.12,1.69,2.01,80.66,25.4
15.67,18.5,8.4,29.0,15.0,26.0,12.0,4.75,3.86,5.5,8.25,3.88,unidentified,unidentified,away team stronger,0.0,0.06,0.12,0.58,0.0,0.0,0.0,0.79,0.26,0.07,0.18,1.11,14.19,23.33,6.87,5.88,0.18,0.58,1.05,1.36,0.76,2.41,18.76,6.37,unidentified,-1.65,-0.87,-0.78,9.14,-0.99,1,0,0.4,0.31,0,0,0.58,0.07,0.12,1.37,0.06,0.97,22.34,8.75,16.75,6.5,17.2,3.87,0.04,0.38,1.16,2.55,58.53,16.9
14.0,6.33,10.67,15.0,3.38,5.2,4.83,4.5,5.5,4.8,8.0,4.8,unidentified,unidentified,equal strength teams,0.0,0.03,0.49,0.11,0.75,0.38,0.19,0.0,0.0,0.09,0.21,0.15,10.33,7.86,4.94,5.87,0.52,1.24,0.19,0.45,1.76,0.64,9.1,5.4,unidentified,1.12,0.33,0.79,-2.47,0.93,0,1,0.72,0.26,0,0,0.11,0.28,0.87,0.15,0.78,0.21,14.5,4.81,4.86,6.25,7.94,5.15,0.19,0.12,1.88,0.46,29.78,8.43
13.33,4.8,10.0,2.29,8.0,25.0,4.45,8.43,8.5,26.0,13.5,5.71,unidentified,unidentified,away team stronger,0.44,0.07,0.0,0.22,0.65,0.79,0.27,0.23,0.23,0.32,0.0,0.0,9.38,11.76,7.13,15.07,0.51,1.66,0.73,0.32,2.17,1.05,10.57,11.1,unidentified,1.12,-0.22,1.34,2.38,7.94,1,1,1.15,-0.41,0,1,0.66,0.59,0.79,0.23,0.72,0.23,7.81,15.22,6.4,10.96,17.5,7.1,0.21,0.09,1.23,0.45,44.15,41.84
12.0,5.11,13.33,7.33,43.0,13.0,6.8,4.0,5.75,5.8,10.75,42.0,unidentified,unidentified,home team stronger,0.81,0.86,0.36,0.83,0.26,0.05,0.0,0.0,0.13,0.0,0.2,0.33,10.15,21.11,5.52,19.52,2.03,1.14,0.13,0.53,3.17,0.66,15.63,12.52,unidentified,2.51,1.9,0.61,10.96,14.0,1,1,-0.89,0.4,1,0,1.64,0.0,0.41,0.46,1.12,0.2,9.66,6.3,24.06,7.38,13.16,23.88,0.2,0.05,1.8,0.59,86.78,40.8
10.0,11.6,9.14,14.0,9.25,12.25,6.5,6.75,3.88,7.4,6.83,12.25,unidentified,unidentified,away team stronger,0.13,0.22,0.14,0.1,0.02,0.15,0.0,0.0,0.07,0.0,0.0,0.05,10.25,11.83,5.71,8.83,0.49,0.27,0.07,0.05,0.76,0.12,11.04,7.27,unidentified,0.64,0.42,0.22,1.58,3.12,1,1,-0.22,-0.02,1,1,0.23,0.0,0.29,0.12,0.24,0.0,12.0,6.95,10.42,6.79,10.7,8.06,0.07,0.02,0.42,0.19,16.67,12.63
7.63,14.0,2.08,6.5,6.67,9.0,6.6,7.57,3.33,4.25,10.5,4.1,unidentified,unidentified,away team stronger,0.04,0.0,0.39,0.0,0.0,0.42,0.0,0.35,0.0,0.07,0.15,0.06,7.9,7.39,5.83,6.28,0.43,0.42,0.35,0.28,0.85,0.63,7.65,6.06,unidentified,0.22,0.08,0.14,-0.51,0.45,0,1,-0.01,-0.07,1,1,0.04,0.07,0.81,0.06,0.0,0.5,7.06,5.42,10.34,9.04,5.54,3.72,0.11,0.1,1.24,0.94,25.21,18.78
7.0,11.0,15.67,12.0,3.5,3.88,32.5,11.0,18.25,12.0,9.0,9.0,unidentified,unidentified,home team stronger,0.06,0.38,0.3,0.11,0.0,0.49,0.06,0.1,0.01,0.0,0.0,0.21,11.22,6.46,20.58,10.0,0.74,0.6,0.17,0.21,1.34,0.38,8.84,15.29,unidentified,0.96,0.57,0.39,-4.76,-10.58,0,0,-0.14,0.04,1,0,0.17,0.06,0.79,0.22,0.38,0.1,9.5,22.25,7.25,10.0,9.78,13.62,0.15,0.02,1.19,0.35,21.22,38.0
6.75,15.0,4.0,16.5,15.0,11.5,25.67,16.0,8.71,9.14,60.0,24.67,unidentified,unidentified,home team stronger,0.13,0.0,0.03,0.09,0.16,0.07,0.0,0.04,0.15,0.0,0.32,0.02,8.58,14.33,16.79,31.27,0.16,0.32,0.19,0.34,0.48,0.53,11.46,24.03,unidentified,-0.05,-0.03,-0.02,5.75,14.48,1,1,0.16,0.15,0,0,0.22,0.0,0.1,0.17,0.16,0.36,11.62,17.4,15.0,38.0,7.75,16.69,0.04,0.02,0.38,0.92,36.75,103.58
6.7,18.33,13.67,18.75,10.0,10.83,9.8,3.83,2.2,3.11,6.6,10.0,unidentified,unidentified,away team stronger,0.0,0.19,0.04,0.0,0.0,0.75,0.0,0.16,0.09,0.0,0.44,0.24,12.9,13.19,5.28,6.57,0.23,0.75,0.25,0.68,0.98,0.93,13.05,5.92,unidentified,0.05,-0.02,0.07,0.29,1.29,1,1,0.52,0.43,0,0,0.0,0.0,0.79,0.33,0.19,0.6,12.72,6.46,14.16,5.22,12.25,6.1,0.08,0.16,1.13,0.96,30.95,15.4
5.4,5.2,7.67,1.86,2.33,3.89,43.0,19.0,86.0,40.0,88.0,28.33,unidentified,unidentified,home team stronger,0.09,0.25,0.0,0.4,0.0,0.17,0.0,0.1,0.02,0.16,0.0,0.0,6.09,2.69,49.33,52.11,0.34,0.57,0.12,0.16,0.91,0.28,4.39,50.72,unidentified,0.63,0.22,0.41,-3.4,2.78,0,1,0.23,0.04,0,0,0.49,0.16,0.17,0.02,0.25,0.1,3.63,41.5,3.76,53.5,5.78,57.16,0.21,0.01,1.38,0.48,10.51,244.67
4.43,9.33,3.5,4.0,5.67,5.83,13.0,11.83,11.8,24.33,7.2,13.6,unidentified,unidentified,away team stronger,0.14,0.15,0.24,0.0,0.58,0.27,0.12,0.29,0.76,0.01,0.0,0.27,5.75,5.17,12.21,15.04,0.53,0.85,1.17,0.28,1.38,1.45,5.46,13.63,unidentified,-0.07,-0.64,0.57,-0.58,2.83,0,1,0.32,-0.89,0,1,0.14,0.13,0.51,1.03,0.73,0.29,4.22,18.66,7.5,9.52,4.66,12.7,0.25,0.11,1.23,1.67,13.06,37.26
4.33,7.33,7.67,9.75,23.0,6.0,11.67,23.0,11.2,25.0,8.5,11.6,unidentified,unidentified,equal strength teams,0.49,0.27,0.57,0.79,0.02,0.23,0.0,0.45,0.26,0.03,0.56,0.79,6.44,12.92,15.29,15.03,1.33,1.04,0.71,1.38,2.37,2.09,9.68,15.16,unidentified,0.28,0.62,-0.34,6.48,-0.26,1,0,-0.29,0.67,1,0,1.28,0.03,0.8,1.05,0.29,1.01,7.04,18.34,15.16,15.75,6.84,11.4,0.24,0.14,1.72,1.63,35.67,56.53
3.3,11.67,6.75,10.0,2.86,4.71,27.75,80.0,11.67,13.67,25.0,10.56,unidentified,unidentified,away team stronger,0.05,0.03,0.29,0.0,0.0,0.33,0.01,0.0,0.16,0.11,0.05,0.03,7.24,5.86,39.81,16.41,0.37,0.33,0.17,0.19,0.7,0.36,6.55,28.11,unidentified,0.34,0.2,0.14,-1.38,-23.4,0,0,-0.04,0.02,1,0,0.05,0.12,0.62,0.19,0.03,0.05,6.65,20.71,7.26,52.5,5.73,11.12,0.11,0.01,0.9,0.3,25.53,148.35
69.0,7.71,13.6,10.25,28.5,69.5,11.0,7.75,11.33,9.8,15.0,8.43,unidentified,unidentified,away team stronger,0.0,0.11,0.06,0.51,0.39,0.19,0.26,0.75,0.03,0.63,1.6,0.62,30.1,36.08,10.03,11.08,0.17,1.09,1.04,2.85,1.26,3.89,33.09,10.55,unidentified,-2.63,-0.87,-1.76,5.98,1.05,1,1,0.92,1.81,0,0,0.51,0.89,0.25,0.65,0.5,2.35,39.62,10.4,18.1,11.38,41.55,9.88,0.04,0.37,0.93,3.76,129.78,20.13
23.5,10.0,17.0,11.67,10.0,12.0,20.75,27.0,6.67,8.0,14.0,31.0,unidentified,unidentified,away team stronger,0.24,0.0,0.0,0.09,0.01,0.57,0.03,0.11,0.03,0.38,0.0,0.08,16.83,11.22,18.14,17.67,0.24,0.67,0.17,0.46,0.91,0.63,14.03,17.9,unidentified,0.28,0.07,0.21,-5.61,-0.47,0,0,0.43,0.29,0,0,0.33,0.41,0.57,0.11,0.01,0.11,17.58,14.38,10.0,20.5,14.5,18.84,0.06,0.04,0.97,0.97,29.5,50.91
19.33,20.0,49.5,11.8,18.5,8.13,6.29,7.0,5.25,11.25,9.0,4.63,unidentified,unidentified,away team stronger,0.0,0.06,0.19,0.43,0.0,0.33,0.4,0.38,0.17,0.02,0.15,0.29,29.61,12.81,6.18,8.29,0.25,0.76,0.95,0.46,1.01,1.41,21.21,7.24,unidentified,-0.4,-0.7,0.3,-16.8,2.11,0,1,0.51,-0.49,0,1,0.43,0.42,0.52,0.46,0.06,0.53,15.56,8.77,19.25,8.0,28.82,4.94,0.05,0.19,1.19,0.65,84.94,15.08
17.0,23.0,19.25,21.5,8.0,12.33,12.25,6.71,44.0,12.83,21.5,9.33,unidentified,unidentified,home team stronger,0.06,0.24,0.19,0.2,0.74,0.68,0.0,0.0,0.06,0.15,0.0,0.76,19.75,13.94,20.99,14.55,0.49,1.62,0.06,0.91,2.11,0.97,16.85,17.77,unidentified,1.14,0.43,0.71,-5.81,-6.44,0,0,1.13,0.85,0,0,0.26,0.15,0.87,0.82,0.98,0.0,19.25,12.54,15.5,14.1,15.79,26.66,0.13,0.05,0.84,1.06,29.83,94.84
16.0,3.67,11.33,6.83,6.0,13.33,35.33,25.0,10.67,59.0,14.5,11.5,unidentified,unidentified,home team stronger,0.37,0.47,0.99,0.33,0.95,1.17,0.0,0.57,0.02,0.0,0.07,0.24,10.33,8.72,23.67,28.33,1.83,2.45,0.59,0.31,4.28,0.9,9.53,26.0,unidentified,3.38,1.24,2.14,-1.61,4.66,0,1,0.62,-0.28,0,1,0.7,0.0,2.16,0.26,1.42,0.64,11.42,47.16,4.84,19.75,12.33,11.08,0.45,0.03,2.12,1.38,32.65,120.49
